order_index,order_date,product_index,customer_index,order_units
9,01/01/2019,21,16,10
409,01/01/2019,15,17,14
743,01/01/2019,24,17,8
1080,01/01/2019,12,39,17
1090,01/01/2019,12,42,16
1539,01/01/2019,26,17,6
1787,01/01/2019,26,16,2
1913,01/01/2019,25,37,13
2201,01/01/2019,12,3,12
2573,01/01/2019,18,33,10
2697,01/01/2019,15,47,1
2753,01/01/2019,5,22,4
2837,01/01/2019,19,49,9
2850,01/01/2019,10,19,7
3045,01/01/2019,23,11,2
3259,01/01/2019,19,34,1
3285,01/01/2019,4,9,4
3368,01/01/2019,12,32,14
3471,01/01/2019,24,30,7
3512,01/01/2019,6,45,13
3580,01/01/2019,7,34,6
3617,01/01/2019,4,30,1
3636,01/01/2019,23,17,11
4018,01/01/2019,15,15,2
4021,01/01/2019,24,21,6
4056,01/01/2019,12,3,6
4378,01/01/2019,15,25,17
4449,01/01/2019,9,38,2
4761,01/01/2019,5,7,17
4891,01/01/2019,20,34,16
5410,01/01/2019,15,41,10
5475,01/01/2019,19,33,16
5963,01/01/2019,11,42,14
6036,01/01/2019,15,13,13
6369,01/01/2019,6,25,5
6459,01/01/2019,10,8,12
6543,01/01/2019,10,28,17
6544,01/01/2019,15,36,4
6800,01/01/2019,23,34,1
6966,01/01/2019,1,37,4
7116,01/01/2019,19,8,9
7383,01/01/2019,1,42,11
7536,01/01/2019,7,31,8
7742,01/01/2019,10,19,1
7836,01/01/2019,11,26,16
7844,01/01/2019,10,26,11
8282,01/01/2019,26,22,5
8756,01/01/2019,10,38,10
8810,01/01/2019,25,17,7
9091,01/01/2019,18,15,3
9222,01/01/2019,10,25,2
9257,01/01/2019,1,33,17
9345,01/01/2019,4,14,4
9385,01/01/2019,25,26,10
9604,01/01/2019,26,21,6
9630,01/01/2019,24,22,5
9663,01/01/2019,6,19,13
10124,01/01/2019,15,48,2
10585,01/01/2019,11,42,16
10844,01/01/2019,4,27,9
11162,01/01/2019,21,27,6
11397,01/01/2019,12,28,14
11466,01/01/2019,26,49,11
12180,01/01/2019,14,47,16
12275,01/01/2019,15,3,3
12430,01/01/2019,15,17,8
12803,01/01/2019,19,36,14
12876,01/01/2019,4,39,1
13653,01/01/2019,21,35,8
13665,01/01/2019,14,34,17
13794,01/01/2019,23,18,6
13922,01/01/2019,16,38,1
14023,01/01/2019,23,29,17
14167,01/01/2019,21,21,7
14322,01/01/2019,26,15,11
14382,01/01/2019,21,45,9
14396,01/01/2019,10,49,5
14518,01/01/2019,16,31,12
14826,01/01/2019,16,19,6
14869,01/01/2019,24,49,7
14975,01/01/2019,15,15,4
15588,01/01/2019,4,25,7
15815,01/01/2019,18,49,2
15931,01/01/2019,15,45,11
15935,01/01/2019,11,17,11
15986,01/01/2019,1,28,10
16322,01/01/2019,20,39,8
16774,01/01/2019,24,32,15
17057,01/01/2019,21,26,4
17266,01/01/2019,24,43,3
17432,01/01/2019,5,28,17
17542,01/01/2019,1,8,10
17754,01/01/2019,24,34,1
17886,01/01/2019,25,20,11
18190,01/01/2019,15,8,15
18366,01/01/2019,19,49,12
18371,01/01/2019,12,49,14
18676,01/01/2019,25,2,14
18879,01/01/2019,10,41,2
18894,01/01/2019,12,34,12
19311,01/01/2019,12,15,2
19539,01/01/2019,19,47,16
20068,01/01/2019,26,22,5
2,02/01/2019,26,19,1
935,02/01/2019,17,29,3
968,02/01/2019,14,39,4
1196,02/01/2019,19,35,5
1459,02/01/2019,6,26,3
1561,02/01/2019,15,17,12
1987,02/01/2019,24,27,16
2093,02/01/2019,25,37,17
2116,02/01/2019,17,18,1
2225,02/01/2019,1,28,13
2231,02/01/2019,11,8,4
2292,02/01/2019,25,18,1
2369,02/01/2019,12,24,7
2407,02/01/2019,14,46,14
2727,02/01/2019,15,18,14
2897,02/01/2019,6,7,4
2925,02/01/2019,17,49,16
3390,02/01/2019,7,27,17
3429,02/01/2019,10,32,14
4032,02/01/2019,19,35,14
4080,02/01/2019,1,7,13
4217,02/01/2019,15,32,15
4301,02/01/2019,12,47,15
4469,02/01/2019,12,34,9
4542,02/01/2019,4,4,4
5139,02/01/2019,24,17,7
5523,02/01/2019,9,42,16
5716,02/01/2019,7,13,9
6198,02/01/2019,6,32,13
6252,02/01/2019,23,19,4
6346,02/01/2019,17,38,6
6618,02/01/2019,26,19,1
6793,02/01/2019,9,22,17
6830,02/01/2019,15,35,12
6978,02/01/2019,21,42,1
7041,02/01/2019,10,33,12
7156,02/01/2019,19,49,10
7216,02/01/2019,12,43,17
7494,02/01/2019,20,17,9
7520,02/01/2019,21,8,9
7638,02/01/2019,11,43,4
7717,02/01/2019,24,1,16
7999,02/01/2019,10,4,12
8112,02/01/2019,16,25,7
8146,02/01/2019,2,39,5
8257,02/01/2019,18,4,7
8376,02/01/2019,12,38,4
8508,02/01/2019,17,40,15
8546,02/01/2019,19,40,17
8725,02/01/2019,11,8,2
8767,02/01/2019,20,27,10
8815,02/01/2019,12,8,13
8836,02/01/2019,25,17,4
9673,02/01/2019,3,27,15
9801,02/01/2019,6,7,16
10196,02/01/2019,12,40,3
10226,02/01/2019,23,34,12
10352,02/01/2019,10,6,8
10509,02/01/2019,10,28,9
10568,02/01/2019,19,37,11
10943,02/01/2019,7,26,15
11069,02/01/2019,12,17,16
11452,02/01/2019,2,19,3
11825,02/01/2019,9,13,13
11846,02/01/2019,10,17,1
12674,02/01/2019,15,14,10
13094,02/01/2019,24,27,11
13174,02/01/2019,5,19,1
13206,02/01/2019,5,6,12
13623,02/01/2019,26,29,15
13719,02/01/2019,24,4,14
14433,02/01/2019,20,37,11
14522,02/01/2019,24,42,8
14737,02/01/2019,23,33,1
14768,02/01/2019,25,41,16
14836,02/01/2019,24,19,11
15292,02/01/2019,19,11,11
15445,02/01/2019,13,7,4
15447,02/01/2019,19,6,17
15456,02/01/2019,15,37,16
15698,02/01/2019,17,17,3
15796,02/01/2019,17,9,11
16347,02/01/2019,5,26,5
16797,02/01/2019,14,9,3
16847,02/01/2019,21,19,9
17034,02/01/2019,20,47,5
17238,02/01/2019,26,30,10
17338,02/01/2019,25,42,17
17807,02/01/2019,15,35,9
18378,02/01/2019,20,18,5
18486,02/01/2019,19,24,1
18598,02/01/2019,19,32,16
18747,02/01/2019,12,32,12
18968,02/01/2019,3,37,7
18999,02/01/2019,9,37,17
19066,02/01/2019,19,4,1
19207,02/01/2019,12,32,14
19370,02/01/2019,12,17,3
20045,02/01/2019,5,22,5
171,03/01/2019,18,45,2
515,03/01/2019,14,4,16
987,03/01/2019,4,40,9
1557,03/01/2019,20,11,13
2013,03/01/2019,20,17,13
2229,03/01/2019,20,35,4
2776,03/01/2019,17,46,17
2942,03/01/2019,20,29,17
3127,03/01/2019,20,42,9
3871,03/01/2019,5,27,10
4321,03/01/2019,10,19,7
4496,03/01/2019,10,3,13
4836,03/01/2019,9,18,6
4951,03/01/2019,19,18,16
5079,03/01/2019,24,25,14
6231,03/01/2019,24,42,2
6263,03/01/2019,19,25,4
8303,03/01/2019,9,26,3
8788,03/01/2019,24,22,6
9122,03/01/2019,15,3,6
9323,03/01/2019,16,47,14
12295,03/01/2019,17,34,4
12681,03/01/2019,13,20,15
13281,03/01/2019,10,33,17
15212,03/01/2019,7,33,12
15278,03/01/2019,24,29,6
15763,03/01/2019,24,4,8
15786,03/01/2019,18,5,5
