order_index,order_date,product_index,customer_index,order_units
117,01/01/2016,19,42,12
537,01/01/2016,5,23,13
1894,01/01/2016,14,12,1
1976,01/01/2016,22,24,7
1997,01/01/2016,24,20,14
2351,01/01/2016,8,33,15
2604,01/01/2016,16,33,3
2760,01/01/2016,25,45,15
3226,01/01/2016,7,33,13
3230,01/01/2016,6,40,1
3617,01/01/2016,25,10,7
4440,01/01/2016,20,9,14
4528,01/01/2016,13,43,8
4732,01/01/2016,7,24,7
7453,01/01/2016,22,3,10
7630,01/01/2016,8,16,12
7800,01/01/2016,25,33,10
8300,01/01/2016,16,10,3
8731,01/01/2016,13,16,7
8846,01/01/2016,1,28,10
9432,01/01/2016,23,33,8
9439,01/01/2016,7,42,3
9598,01/01/2016,10,16,11
11035,01/01/2016,25,11,4
11587,01/01/2016,21,18,16
12118,01/01/2016,20,12,12
12234,01/01/2016,17,33,11
12685,01/01/2016,8,11,7
12869,01/01/2016,13,27,10
13117,01/01/2016,23,39,9
13381,01/01/2016,22,27,13
13534,01/01/2016,14,26,4
13712,01/01/2016,26,19,6
13976,01/01/2016,18,9,11
14077,01/01/2016,19,33,11
613,02/01/2016,13,19,10
1540,02/01/2016,2,26,2
1924,02/01/2016,11,42,4
2835,02/01/2016,1,9,5
3150,02/01/2016,20,16,1
4452,02/01/2016,7,10,7
5879,02/01/2016,25,42,6
5978,02/01/2016,6,9,16
6751,02/01/2016,7,12,1
7393,02/01/2016,12,21,5
7975,02/01/2016,16,39,11
8611,02/01/2016,13,12,6
8637,02/01/2016,20,38,10
9046,02/01/2016,6,9,4
9321,02/01/2016,10,48,16
9362,02/01/2016,2,41,14
10367,02/01/2016,10,48,4
11294,02/01/2016,22,24,12
12846,02/01/2016,11,10,13
12900,02/01/2016,16,21,1
12985,02/01/2016,8,7,15
13044,02/01/2016,18,9,1
13921,02/01/2016,8,37,12
14187,02/01/2016,2,12,15
224,03/01/2016,23,49,8
346,03/01/2016,23,10,2
380,03/01/2016,19,2,17
408,03/01/2016,7,41,9
426,03/01/2016,13,19,13
805,03/01/2016,4,10,15
877,03/01/2016,11,12,6
923,03/01/2016,16,40,14
930,03/01/2016,13,37,10
935,03/01/2016,19,21,3
1379,03/01/2016,16,17,3
1407,03/01/2016,22,41,12
1523,03/01/2016,26,8,15
1623,03/01/2016,21,38,12
1670,03/01/2016,2,9,3
1692,03/01/2016,23,24,1
1730,03/01/2016,18,25,12
1748,03/01/2016,7,25,14
2084,03/01/2016,13,26,2
2097,03/01/2016,11,36,2
2137,03/01/2016,5,19,12
2214,03/01/2016,20,2,3
2230,03/01/2016,8,39,14
2240,03/01/2016,10,36,14
2368,03/01/2016,10,10,8
2387,03/01/2016,10,28,2
2537,03/01/2016,10,23,2
2766,03/01/2016,7,20,10
2796,03/01/2016,16,20,15
3012,03/01/2016,1,46,9
3063,03/01/2016,7,37,10
3125,03/01/2016,5,12,15
3449,03/01/2016,23,44,2
3650,03/01/2016,19,46,17
3888,03/01/2016,19,38,10
4217,03/01/2016,6,17,13
4325,03/01/2016,25,32,6
4389,03/01/2016,25,4,6
4438,03/01/2016,5,37,13
4793,03/01/2016,8,3,12
4864,03/01/2016,24,28,6
4883,03/01/2016,8,4,14
4929,03/01/2016,10,37,9
5056,03/01/2016,16,38,2
5128,03/01/2016,8,49,17
5207,03/01/2016,22,38,14
5381,03/01/2016,22,12,15
5459,03/01/2016,22,20,13
5700,03/01/2016,22,10,1
5816,03/01/2016,19,9,15
5838,03/01/2016,21,38,12
5911,03/01/2016,13,38,4
6095,03/01/2016,5,12,10
6159,03/01/2016,14,19,10
6680,03/01/2016,10,29,9
7332,03/01/2016,6,25,14
7463,03/01/2016,24,12,5
7518,03/01/2016,10,22,11
7875,03/01/2016,2,48,16
8023,03/01/2016,22,9,15
8266,03/01/2016,22,30,12
8352,03/01/2016,16,37,17
8467,03/01/2016,2,37,11
8468,03/01/2016,2,25,10
9126,03/01/2016,23,9,5
9203,03/01/2016,13,19,12
9412,03/01/2016,14,16,14
9465,03/01/2016,13,45,8
9890,03/01/2016,5,33,11
9984,03/01/2016,13,45,11
10440,03/01/2016,25,19,11
10472,03/01/2016,20,24,2
10859,03/01/2016,6,9,16
11055,03/01/2016,16,37,5
11069,03/01/2016,3,45,11
11230,03/01/2016,11,37,4
11526,03/01/2016,13,44,11
11705,03/01/2016,1,8,3
11718,03/01/2016,7,48,15
11947,03/01/2016,8,38,7
12099,03/01/2016,2,45,9
13149,03/01/2016,16,24,7
13188,03/01/2016,11,9,7
13205,03/01/2016,1,8,9
13224,03/01/2016,13,25,3
13383,03/01/2016,14,30,17
13406,03/01/2016,10,7,17
13413,03/01/2016,20,46,14
13751,03/01/2016,22,19,8
14000,03/01/2016,24,17,14
14094,03/01/2016,5,41,9
74,04/01/2016,8,40,8
89,04/01/2016,10,23,4
312,04/01/2016,13,44,17
489,04/01/2016,2,26,16
576,04/01/2016,26,19,17
635,04/01/2016,2,9,11
673,04/01/2016,8,19,13
748,04/01/2016,12,29,2
1014,04/01/2016,6,43,8
1375,04/01/2016,19,11,9
1842,04/01/2016,24,16,17
